key,name,subhead,description,rating,rating_count,ingredients,base_flavor
30_bj,MILK & COOKIES,"VANILLA ICE CREAM WITH A CHOCOLATE COOKIE SWIRL, CHOCOLATE CHIP & CHOCOLATE CHOCOLATE CHIP COOKIES","HOW DO YOU TAKE CLASSIC MILK-&-COOKIE GOODNESS TO A WHOLE 'NOTHER LEVEL OF GREATNESS? WE DON’T REALLY KNOW WHAT THAT MEANS, BUT WE KNOW THIS FLAVOR’S LOADED WITH THE MOST EUPHORIC ASSORTMENT OF COOKIES WE EVER DUNKED, CHUNKED & SWIRLED IN OUR ICE CREAM.",4.7,104,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, WHEAT FLOUR, CANOLA OIL, EGG YOLKS, BROWN SUGAR, BUTTER (CREAM, SALT), COCOA (PROCESSED WITH ALKALI), COCOA, COCONUT OIL, CHOCOLATE LIQUOR, SOYBEAN OIL, EGGS, SALT, NATURAL FLAVORS, VANILLA EXTRACT, TAPIOCA STARCH, GUAR GUM, HONEY, BAKING SODA, COCOA BUTTER, SOY LECITHIN, VANILLA BEANS, CARRAGEENAN",VANILLA
31_bj,MINT CHOCOLATE COOKIE,PEPPERMINT ICE CREAM WITH CHOCOLATE SANDWICH COOKIES,"IN CASE YOU’VE EVER WONDERED WHAT MAKES THIS WINTRY FLAVOR SO WICKED COOL TO LUGE A SPOON THROUGH: IT’S THE PEPPERMINTY EXCELLENCE WE PACKED IN IT, NOT TO MENTION ALL THOSE CHOCOLATE SANDWICH COOKIE MOGULS. ENJOY!",4.4,141,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, WHEAT FLOUR, EGG YOLKS, COCONUT OIL, COCOA (PROCESSED WITH ALKALI), SUNFLOWER OIL, SALT, BAKING SODA, GUAR GUM, NATURAL FLAVORS, SOY LECITHIN, PEPPERMINT EXTRACT, CARRAGEENAN",PEPPERMINT
32_bj,MINTER WONDERLAND™,DARK CHOCOLATE MINT ICE CREAM WITH MARSHMALLOW SWIRLS & CHOCOLATE COOKIE SWIRLS,"IMAGINE A WILD RIDE THROUGH THE WINTRIEST, CHOCOLATE MINTIEST WONDERLAND OF ICE CREAM FILLED WITH CRUNCHY COOKIE SWIRLS AND MARSHMALLOWY DRIFTS. HONESTLY, IF THIS FLAVOR WAS A TOBOGGAN, YOU’D ALREADY BE ON IT.",4.7,32,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, COCOA (PROCESSED WITH ALKALI), SUGAR, CORN SYRUP, CANOLA OIL, WHEAT FLOUR, EGG YOLKS, COCOA, COCONUT OIL, EGG WHITES, NATURAL FLAVORS, TAPIOCA STARCH, GUAR GUM, SALT, PECTIN, SOY LECITHIN, BAKING SODA, CARRAGEENAN",DARK CHOCOLATE MINT
33_bj,NEW YORK SUPER FUDGE CHUNK®,"CHOCOLATE ICE CREAM WITH WHITE & DARK FUDGE CHUNKS, PECANS, WALNUTS & FUDGE-COVERED ALMONDS","IN 1985, TO MAKE A NAME FOR OURSELVES IN NEW YORK, WE PICKED A NEW YORK KIND OF NAME AND CREATED A FLAVOR PACKED WITH MORE KINDS OF CHUNKS THAN EVER BEFORE. WE FIGURED IF THE FLAVOR WAS EUPHORIC IN NEW YORK, IT WOULD BE EVERYWHERE. IT WAS, AND IT IS.",4.9,63,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, COCOA (PROCESSED WITH ALKALI), SUGAR, COCONUT OIL, WALNUTS, PECANS, ROASTED ALMONDS (ALMONDS, PEANUT OIL), DRIED CANE SYRUP, EGG YOLKS, COCOA, MILK FAT, SALT, SOY LECITHIN, VANILLA EXTRACT, GUAR GUM, BUTTEROIL, PEANUT OIL, BUTTER (CREAM), NATURAL FLAVORS, CARRAGEENAN",CHOCOLATE
34_bj,OAT OF THIS SWIRLED™,BUTTERY BROWN SUGAR ICE CREAM WITH FUDGE FLAKES & OATMEAL CINNAMON COOKIE SWIRLS,"WHEN’S THE BEST TIME TO ENJOY THIS BLISSFUL MIX OF BROWN SUGAR ICE CREAM WITH OTHERWORLDLY SWIRLS OF CINNAMONY OATMEAL COOKIES? ANY TIME BETWEEN BREAKFAST AND BED, FROM NOW ‘TIL WHENEVER.",4.5,255,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, CANOLA OIL, COCONUT OIL, EGG YOLKS, BUTTER (CREAM, SALT), COCOA (PROCESSED WITH ALKALI), BUTTER OIL, WHEAT FLOUR, OATS, BROWN SUGAR, COCOA POWDER, SPICE, TAPIOCA STARCH, SALT, GUAR GUM, SOY LECITHIN, VANILLA EXTRACT, BAKING SODA, NATURAL FLAVOR, LEMON JUICE CONCENTRATE, CARRAGEENAN, MILK FAT",BUTTERY BROWN SUGAR
35_bj,PEANUT BUTTER CUP,PEANUT BUTTER ICE CREAM WITH PEANUT BUTTER CUPS,WE INTERRUPT OUR REGULARLY SCHEDULED PROGRAMMING TO REMIND YOU HOW MUCH YOU LOVE ICE CREAM THAT’S PERFECTLY PEANUT BUTTERY & PEANUT BUTTER CUPPITY AT THE SAME TIME.,4.4,41,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PEANUTS, SUGAR, COCONUT OIL, EGG YOLKS, PARTIALLY DEFATTED PEANUT FLOUR, PEANUT OIL, MILK, COCOA (PROCESSED WITH ALKALI), SALT, GUAR GUM, COCOA, NATURAL FLAVOR, SOY LECITHIN, VANILLA EXTRACT, CARRAGEENAN",PEANUT BUTTER
36_bj,PEANUT BUTTER WORLD®,MILK CHOCOLATE ICE CREAM WITH PEANUT BUTTERY SWIRLS & CHOCOLATE COOKIE SWIRLS,"WHAT MAKES BEN & JERRY'S SO EUPHORIC? SOME SAY IT'S THE LEGENDARY CREAMY-RICHNESS OF OUR FLAVOR CREATIONS. OTHERS SAY IT'S THE TASTEBUD-BOGGLING COMBINATIONS OF SPOON-BENDING CHUNKS & PERFECT SWIRLS. WE SAY, ""ENJOY!""",4.9,69,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, PEANUTS, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, PEANUT OIL, WHEAT FLOUR, COCOA, COCONUT OIL, EGG YOLKS, SALT, TAPIOCA STARCH, GUAR GUM, NATURAL FLAVORS, SOY LECITHIN, BAKING SODA, CARRAGEENAN",MILK CHOCOLATE
37_bj,PHISH FOOD®,"CHOCOLATE ICE CREAM WITH GOOEY MARSHMALLOW SWIRLS, CARAMEL SWIRLS & FUDGE FISH",“BEN WAS OUR NEIGHBOR THROUGH THE WOODS & WE'RE FOND OF ICE CREAM. SO WE TEAMED UP TO CREATE PHISH FOOD®. A PORTION OF OUR ROYALTIES FROM THIS FLAVOR GOES TOWARD ENVIRONMENTAL EFFORTS IN VERMONT'S LAKE CHAMPLAIN WATERSHED. ENJOY!” - PHISH,4.8,93,"CREAM, WATER, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, COCOA PROCESSED WITH ALKALI, COCONUT OIL, BUTTER (CREAM, SALT), EGG YOLKS, EGG WHITES, VANILLA EXTRACT, NATURAL FLAVOR, GUAR GUM, PECTIN, COCOA, SALT, CARRAGEENAN, BAKING SODA, MILK, SOY LECITHIN",CHOCOLATE
38_bj,PISTACHIO PISTACHIO,PISTACHIO ICE CREAM WITH LIGHTLY ROASTED PISTACHIOS,THE NAME ALONE SHOWS HOW MUCH WE LOVE PISTACHIOS. BUT DON'T JUST TAKE OUR WORD FOR IT - LET THE FLAVOR SPEAK FOR ITSELF!,4.0,80,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PISTACHIOS, EGG YOLKS, SUGAR, COCONUT OIL, GUAR GUM, SALT, NATURAL FLAVORS, CARRAGEENAN",PISTACHIO
39_bj,PUMPKIN CHEESECAKE,PUMPKIN CHEESECAKE ICE CREAM WITH A GRAHAM CRACKER SWIRL,"WE TOOK THE GREAT TASTE OF PUMPKIN CHEESECAKE & GAVE IT AN ICE CREAM UPGRADE, COMPLETE WITH A COMPLEMENTARY GRAHAM CRACKER SWIRL, SO IT'S MORE THAN JUST A GREAT FLAVOR: IT'S A FIRST-CLASS TICKET TO PUMPKIN WONDERFUL.",4.6,58,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, PUMPKIN PUREE, SOYBEAN OIL, EGG YOLKS, CORN STARCH, CREAM CHEESE (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES), WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, TAPIOCA STARCH, GUAR GUM, CINNAMON, LACTIC ACID, MOLASSES, HONEY, SOY LECITHIN, BAKING SODA, NATURAL FLAVOR, NUTMEG, GINGER, LEMON JUICE CONCENTRATE, CLOVES, ANNATTO (COLOR), CARRAGEENAN",PUMPKIN CHEESECAKE
40_bj,"RED, WHITE & BLUEBERRY",BLUEBERRY & RASPBERRY ICE CREAM SWIRLED WITH VANILLA ICE CREAM WITH STRAWBERRIES & SHORTBREAD PIECES,"HOORAY FOR RED, WHITE & BLUEBERRY! FROM THE STRAWBERRIED FIELDS OF RASPBERRY, BLUEBERRY, & VANILLA ICE CREAMS TO THE GLORIOUS MORSELS OF SHORTBREAD, EVERY SPOONFUL’S A SALUTE TO TASTE BEYOND THE FRUITED PLAIN.",3.4,39,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), BLUEBERRY PUREE CONCENTRATE, STRAWBERRIES, EGG YOLKS, WHEAT FLOUR, DRIED CANE SYRUP, SUGAR, BUTTER (CREAM, SALT), RASPBERRY PUREE, SOYBEAN OIL, VANILLA EXTRACT, EGGS, GUAR GUM, BAKING SODA, SALT, CARRAGEENAN, LEMON JUICE CONCENTRATE",BLUEBERRY & RASPBERRY
41_bj,S'MORES,"CHOCOLATE ICE CREAM WITH FUDGE CHUNKS, TOASTED MARSHMALLOW & GRAHAM CRACKER SWIRLS","REMEMBER WHEN COOKOUTS & CAMPFIRES KINDLED YOUR CRAVINGS FOR S'MORES, GLORIOUS S’MORES? WE LOADED THIS FLAVOR WITH ALL THE STUFF THAT MAKES S’MORES SO GLORIOUS, SO YOU CAN KINDLE YOUR CRAVINGS WHENEVER, NO CAMPFIRES REQUIRED.",4.1,151,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, COCOA (PROCESSED WITH ALKALI), SOYBEAN OIL, CORN SYRUP, CORN STARCH, COCONUT OIL, CORN SYRUP SOLIDS, WHEAT FLOUR, GRAHAM FLOUR, EGG YOLKS, SALT, BUTTEROIL, EGG WHITES, CANOLA OIL, COCOA POWDER, GUAR GUM, TAPIOCA STARCH, MOLASSES, HONEY, SOY LECITHIN, SODIUM BICARBONATE, VANILLA EXTRACT, PECTIN, MILKFAT, CARRAGEENAN, NATURAL FLAVOR",CHOCOLATE
42_bj,SALTED CARAMEL ALMOND,"VANILLA BEAN ICE CREAM WITH ROASTED ALMOND SLIVERS, FUDGE FLAKES & A SALTED CARAMEL SWIRL","WHAT MAKES BEN & JERRY’S SO EUPHORIC? SOME SAY IT’S THE LEGENDARY CREAMY-RICHNESS OF OUR FLAVOR CREATIONS. OTHERS SAY IT’S THE TASTEBUD-BOGGLING COMBINATIONS OF SPOON-BENDING CHUNKS & PERFECT SWIRLS. WE SAY, “ENJOY!""",4.5,23,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, ALMONDS, MILK, EGG YOLKS, COCONUT OIL, CORN SYRUP, COCOA (PROCESSED WITH ALKALI), BUTTER (CREAM, SALT), BUTTEROIL, PECTIN, SEA SALT, COCOA POWDER, GUAR GUM, VANILLA EXTRACT, SOY LECITHIN, BAKING SODA, VANILLA BEANS, MILK FAT, CARRAGEENAN, LACTASE, NATURAL FLAVOR",VANILLA BEAN
43_bj,STRAWBERRY CHEESECAKE,STRAWBERRY CHEESECAKE ICE CREAM WITH STRAWBERRIES & A THICK GRAHAM CRACKER SWIRL,"FOR STRAWBERRY CHEESECAKE LOVERS WHO’VE ALWAYS WANTED TO HAVE THEIR CHEESECAKE & SCOOP IT, TOO, WE’VE CREATED A FLAVOR JAM-PACKED WITH STRAWBERRY CHEESECAKE-GREATNESS & A FANTASTIC GRAHAM-CRACKER SWIRL.",4.7,231,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, STRAWBERRIES, SOYBEAN OIL, STRAWBERRY PUREE, EGG YOLKS, CORN STARCH, CREAM CHEESE (CULTURED PASTEURIZED MILK AND CREAM, SALT, ENZYMES), WHEAT FLOUR, GRAHAM FLOUR, SALT, BUTTEROIL, CANOLA OIL, GUAR GUM, NATURAL FLAVORS, TAPIOCA STARCH, MOLASSES, HONEY, LACTIC ACID, SOY LECITHIN, SODIUM BICARBONATE, LEMON JUICE CONCENTRATE, PECTIN, CARRAGEENAN",STRAWBERRY CHEESECAKE
44_bj,THE TONIGHT DOUGH®,CARAMEL & CHOCOLATE ICE CREAMS WITH CHOCOLATE COOKIE SWIRLS & GOBS OF CHOCOLATE CHIP COOKIE DOUGH & PEANUT BUTTER COOKIE DOUGH.,"INSPIRED BY THE SHOW & HOST WE LOVE STAYING UP LATE FOR, HERE'S A FLAVOR YOU'LL LOVE SPOONING INTO - DEDICATED TO SERIOUSFUN CHILDREN'S NETWORK OF GLOBAL CAMPS FOR CHILDREN WITH SERIOUS ILLNESSES. LEARN MORE AT SERIOUSFUNNETWORK.ORG.",4.7,639,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, WHEAT FLOUR, SUGAR, COCOA (PROCESSED WITH ALKALI), BROWN SUGAR, CANOLA OIL, EGG YOLKS, PEANUT BUTTER (PEANUTS), CORN SYRUP, EGGS, COCOA, BUTTER (CREAM, SALT), COCONUT OIL, SOYBEAN OIL, SALT, CHOCOLATE LIQUOR, NATURAL FLAVORS, TAPIOCA STARCH, GUAR GUM, BAKING SODA, SOY LECITHIN, MOLASSES, COCOA BUTTER, CARRAGEENAN",CARAMEL & CHOCOLATE
45_bj,TRIPLE CARAMEL CHUNK®,CARAMEL ICE CREAM WITH A SWIRL OF CARAMEL & FUDGE-COVERED CARAMEL CHUNKS,"CARAMEL LOVERS WON’T WANT TO MISS A SINGLE MOMENT OF THIS MUST-EAT CARAMEL THRILLOGY, STARRING CREAMY CARAMEL ICE CREAM, GOOEY CARAMEL SWIRLS, AND CHEWY CARAMEL CHUNKS. THEY PROBABLY WON’T WANT IT TO END, EITHER. ENJOY!",4.3,16,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, EGG YOLKS, COCONUT OIL, BUTTER (CREAM, SALT), MILK, COCOA (PROCESSED WITH ALKALI), SALT, GUAR GUM, CARRAGEENAN, VANILLA EXTRACT, BAKING SODA, COCOA, SOY LECITHIN, NATURAL FLAVOR",CARAMEL
46_bj,URBAN BOURBON™,"BURNT CARAMEL ICE CREAM WITH ALMONDS, FUDGE FLAKES & BOURBON CARAMEL SWIRLS","WANT TO ENJOY A NIGHT ON THE TOWN WITHOUT LEAVING THE HOUSE? TREAT YOURSELF TO A CARAMEL CONCOCTION THAT’S BOLD, TOASTY AND BOURBON-SWIRLED, WITH LOTS OF NUTS AND FUDGE FOR FUN.",4.2,181,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), CORN SYRUP, SUGAR, ALMONDS, COCONUT OIL, EGG YOLKS, COCOA (PROCESSED WITH ALKALI), BUTTER (CREAM, SALT), WHISKEY, CARAMELIZED SUGAR SYRUP, COCOA POWDER, DRY MALT EXTRACT (BARLEY), GUAR GUM, SALT, CARRAGEENAN, BAKING SODA, MILK FAT, SOY LECITHIN, VANILLA EXTRACT, NATURAL FLAVOR",BURNT CARAMEL
47_bj,VANILLA,VANILLA ICE CREAM,"WHEN YOU DIG INTO THIS PINT, YOU’LL FIND A RICH, CREAMY VANILLA THAT’S MORE VANILLA-TASTING THAN ANY VANILLA YOU’VE EVER TASTED.",4.7,10,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, EGG YOLKS, SUGAR, GUAR GUM, VANILLA EXTRACT, VANILLA BEANS, CARRAGEENAN",VANILLA
48_bj,VANILLA CARAMEL FUDGE,VANILLA ICE CREAM WITH SWIRLS OF CARAMEL & FUDGE,"IF YOU’VE BEEN LOOKING FOR REASONS TO TRY SOMETHING CHUNKLESS, THIS CONTAINER HOLDS A VANILLA-RICH, FUDGE-LUSCIOUS & CARAMEL-GOOEY PINTFUL OF THEM. ENJOY!",4.8,29,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, CORN SYRUP, SUGAR, BUTTER (CREAM, SALT), EGG YOLKS, VANILLA EXTRACT, COCOA (PROCESSED WITH ALKALI), SALT, CARRAGEENAN, CHOCOLATE LIQUOR, GUAR GUM, BAKING SODA",VANILLA
49_bj,BOOM CHOCOLATTA™ COOKIE CORE,"MOCHA & CARAMEL ICE CREAMS WITH CHOCOLATE COOKIES, FUDGE FLAKES & A CHOCOLATE COOKIE CORE","AS YOU SLAM DUNK YOUR SPOON THROUGH CREAMY MOCHA & CARAMEL TO CELEBRATE THE EPIC CHOCOLATE COOKIE-SPREAD CORE, YOUR TECHNIQUE MAY NOT BE PERFECT, BUT THE VICTORY’S PERFECTLY DELICIOUS.",4.6,97,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, SOYBEAN OIL, COCOA (PROCESSED WITH ALKALI), EGG YOLKS, BUTTER (CREAM, SALT), COFFEE EXTRACT, CORN SYRUP, RICE FLOUR, POTATO FLOUR, WHEAT FLOUR, COCONUT OIL, BROWN SUGAR, VANILLA EXTRACT, BAKING SODA, SALT, NATURAL FLAVOR, COCOA POWDER, SOY LECITHIN, EGGS, CHOCOLATE LIQUOR, COCOA BUTTER, MILK, WHEY PROTEIN CONCENTRATE, GUAR GUM, CARRAGEENAN, MILKFAT",MOCHA & CARAMEL
50_bj,CHOCOLATE CHIP COOKIE DOUGH CORE,COOKIE MILK ICE CREAM WITH FUDGE CHIPS & A CHOCOLATE CHIP COOKIE DOUGH CORE,"OUR LATEST COOKIE DOUGH CREATION IS BOLDLY LOADED LIKE NEVER BEFORE, WITH ICE CREAM THAT TASTES LIKE A JUST-DUNKED-COOKIE, & AN EPIC CORE OF CHOCOLATE-CHIPPITY DOUGH WHERE NO DOUGH HAS EVER BEEN.",1.8,166,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, SOYBEAN OIL, EGG YOLKS, WHEAT FLOUR, COCONUT OIL, CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, SOY LECITHIN, NATURAL FLAVOR), BUTTER (CREAM, SALT), COCOA (PROCESSED WITH ALKALI), CORN SYRUP, NATURAL FLAVOR, COCOA POWDER, EGGS, MOLASSES, SALT, GUAR GUM, BROWN SUGAR, CHOCOLATE LIQUOR, VANILLA EXTRACT, SOY LECITHIN, CARRAGEENAN, BAKING SODA, COCOA BUTTER",COOKIE MILK
51_bj,SWEET LIKE SUGAR COOKIE DOUGH CORE,SWEET CREAM ICE CREAM WITH A HINT OF ALMOND FLAVOR & SHORTBREAD COOKIES & CHERRY ICE CREAM WITH CHERRIES & A SUGAR COOKIE DOUGH CORE,"INSTEAD OF JUST GIVING YOU SOME SUGAR COOKIE DOUGH, WE THOUGHT YOU’D ENJOY A CORE FULL EVEN MORE, ENWRAPPED IN ALMOND-KISSED SWEET CREAM & CHERRY ICE CREAMS PACKED WITH COOKIES & CHERRIES. DO WE LOVE YOU OR WHAT?",4.8,123,"CREAM, SKIM MILK, WATER, LIQUID SUGAR (SUGAR, WATER), SUGAR, CHERRIES, SOYBEAN OIL, WHEAT FLOUR, EGG YOLKS, BUTTER (CREAM, SALT), DRIED CANE SYRUP, EGGS, NATURAL FLAVOR, COCONUT OIL, SALT, GUAR GUM, FRUIT AND VEGETABLE CONCENTRATES (COLOR), LEMON JUICE CONCENTRATE, CARRAGEENAN, BAKING SODA, ALMOND EXTRACT",SWEET CREAM
52_bj,"WAKE & "" NO BAKE "" COOKIE DOUGH CORE","VANILLA ICE CREAM WITH PEANUT BUTTER COOKIES, PEANUT BUTTER ICE CREAM WITH FUDGE CHIPS & A NO BAKE COOKIE DOUGH CORE","NOW THAT WE’VE CORE-FULLY CAPTURED THE NO BAKE COOKIE DOUGH OF YOUR DREAMS IN THE MIDDLE OF OUR FUDGE-&-COOKIE-CHUNKED PEANUT BUTTER AND VANILLA ICE CREAMS, WE BET YOU’LL LOVE HOW IT TASTES WHEN YOU’RE AWAKE.",3.3,68,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, SOYBEAN OIL, PEANUTS, EGG YOLKS, OATS, WHEAT FLOUR, BUTTER (CREAM, SALT), COCONUT OIL, PEANUT OIL, COCOA (PROCESSED WITH ALKALI), NATURAL FLAVOR, SALT, BROWN SUGAR, EGGS, VANILLA EXTRACT, COCOA POWDER, GUAR GUM, BAKING SODA, CARRAGEENAN, MILK FAT, SOY LECITHIN",VANILLA
53_bj,BROWNIE BATTER CORE,CHOCOLATE & VANILLA ICE CREAMS WITH FUDGE BROWNIES & A BROWNIE BATTER CORE,"SPOONING YOUR WAY TO BROWNIE NIRVANA? SMACK DAB IN THE MIDDLE OF THIS BROWNIE-CHUNK-FILLED ICE CREAM THERE'S A CORE OF UNBAKED BROWNIE BATTER CALLING YOUR NAME. NO, REALLY. WE HEARD IT.",3.5,108,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, COCOA PROCESSED WITH ALKALI, EGG YOLKS, WHEAT FLOUR, BUTTER (CREAM, SALT), CHOCOLATE LIQUOR, COCONUT OIL, CORN SYRUP, COCOA POWDER, SOYBEAN OIL, INVERT SUGAR, EGGS, CANOLA OIL, SALT, GUAR GUM, EGG WHITES, CARRAGEENAN, NATURAL FLAVOR, SOY LECITHIN, BAKING SODA, VANILLA EXTRACT, MALTED BARLEY FLOUR",CHOCOLATE & VANILLA
54_bj,COOKIES & CREAM CHEESECAKE CORE,CHOCOLATE & CHEESECAKE ICE CREAMS WITH CHOCOLATE COOKIES & A CHEESECAKE CORE,"WHAT'S IT CALLED WHEN YOU FIND YOURSELF SPOON-DEEP IN A RICH CENTER OF CHEESECAKE IN THE MIDDLE OF A COOL ICE CREAM UNIVERSE OF CHOCOLATE, CHEESECAKE & COOKIES? A CORE ENCOUNTER OF THE BEN & JERRIEST KIND.",4.4,57,"CREAM, LIQUID SUGAR (SUGAR, WATER), SKIM MILK, WATER, SUGAR, HEAVY CREAM, COCOA (PROCESSED WITH ALKALI), WHEAT FLOUR, EGG YOLKS, BUTTER (CREAM, SALT), CREAM CHEESE (PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, GUAR GUM), MILK PROTEIN CONCENTRATE, COCONUT OIL, BROWN SUGAR, EGGS, NATURAL FLAVOR, SALT, GUAR GUM, CAROB BEAN GUM, MODIFIED FOOD STARCH (CORN), SOY LECITHIN, XANTHAN GUM, BAKING SODA, VANILLA EXTRACT, CARRAGEENAN",CHOCOLATE & CHEESECAKE
55_bj,KARAMEL SUTRA® CORE,CHOCOLATE & CARAMEL ICE CREAMS WITH FUDGE CHIPS & A SOFT CARAMEL CORE,"FIND YOUR WAY TO THE ULTIMATE ICE CREAM EXPERIENCE WITH OUR CORES. WHETHER YOUR PRIMAL URGES LEAD YOU TO THE CENTER OF SOFT CARAMEL OR DIRECTLY TO THE FUDGE CHIPS, YOU’LL BE IN TOTAL CONTROL OF YOUR OWN ICE CREAM DESTINY.",4.2,94,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, SUGAR, MILK, CORN SYRUP, COCOA (PROCESSED WITH ALKALI), EGG YOLKS, COCONUT OIL, BUTTER (CREAM, SALT), COCOA POWDER, MILK FAT, PECTIN, GUAR GUM, BAKING SODA, LACTASE, SOY LECITHIN, VANILLA EXTRACT, SALT, CARRAGEENAN, MILKFAT, NATURAL FLAVOR",CHOCOLATE & CARAMEL
56_bj,PEANUT BUTTER FUDGE CORE,CHOCOLATE & PEANUT BUTTER ICE CREAMS WITH MINI PEANUT BUTTER CUPS & A PEANUT BUTTER FUDGE CORE,"FIND YOUR WAY TO THE ULTIMATE ICE CREAM EXPERIENCE WITH OUR CORES. WHETHER YOUR PRIMAL URGES LEAD YOU TO THE CENTER OF PEANUT BUTTER FUDGE OR DIRECTLY TO THE PEANUT BUTTER CUPS, YOU’LL BE IN TOTAL CONTROL OF YOUR OWN ICE CREAM DESTINY.",4.7,19,"CREAM, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), WATER, PEANUTS, SUGAR, COCONUT OIL, COCOA PROCESSED WITH ALKALI, CORN SYRUP, DRIED CANE SYRUP, EGG YOLKS, COCOA, PEANUT OIL, MILK, SALT, GUAR GUM, SOY LECITHIN, CARRAGEENAN, NATURAL FLAVOR, VANILLA EXTRACT",CHOCOLATE & PEANUT BUTTER
